#taxid	count	name
65484	1	"Podarcis siculus"
50543	1	"Trichosanthes cucumerina"
160500	1	"Rana muscosa"
169223	1	"Honckenya peploides"
368347	1	"Deschampsia brevifolia"
2861793	1	"Patella candei candei"
934816	1	"Perizoma affinitatum"
7445	1	"Vespa crabro"
2448278	1	"Epiperipatus broadwayi"
39961	1	"Parotia lawesii"
32523	1	"Tetrapoda"
193519	1	"Hippophae tibetana"
47620	1	"Kokia kauaiensis"
669775	5	"Phleum alpinum"
57917	1	"Filipendula ulmaria"
35493	5	"Streptophyta"
38820	13624	"Poales"
48277	1	"Aegotheles albertisi"
157375	1	"Graphium eurypylus"
10090	1	"Mus musculus"
140873	2	"Carex myosuroides"
1088131	1	"Tragulus kanchil"
4527	16	"Oryza"
55040	1	"Urocyon cinereoargenteus"
4540	4	"Panicum miliaceum"
6848	1	"Carcinoscorpius rotundicauda"
37723	1	"Deschampsia cespitosa"
4568	19186	"Triticum monococcum"
79690	1	"Hypanus sabinus"
1628030	1	"Pilosella piloselloides"
388140	1	"Penstemon eatonii"
13894	1	"Cocos nucifera"
4682	4	"Allium sativum"
164727	1	"Gastrolobium villosum"
3378732	1	"Haplosclerida sp. GHC0000330"
8382	1	"Bufonidae"
748119	1	"Diaporthe destruens"
33433	1	"Heliconius sapho"
3847	2	"Glycine max"
6610	3	"Sepia officinalis"
406589	3	"Tenodera sinensis"
63037	1	"Seseli libanotis"
28792	2	"Cyprinella venusta"
34641	1	"Dermanyssus gallinae"
1275487	1	"Varanus salvator macromaculatus"
202532	1	"Stegodyphus tentoriicola"
104660	1	"Pinctada maxima"
3057133	1	"Stictoponera bicolor"
103490	1	"Quercus gilva"
9770	1	"Balaenoptera physalus"
72772	1	"Lasiini"
3911	1	"Vicia villosa"
869165	1	"Actenicerus siaelandicus"
157394	1	"Lamproptera curius"
28513	1	"Salvia divinorum"
8678	1	"Aipysurus laevis"
1648038	73767	"Triticodae"
2867109	2	"Rhamphomyia laevipes"
366481	1	"Koeleria macrantha"
38705	5	"Phyllostachys edulis"
464970	3	"Otatea glauca"
47562	1	"Pseudacris regilla"
443042	2	"Ophrys sphegodes subsp. sphegodes"
2022672	1	"Rhynchospora breviuscula"
1080865	1	"Meteorus cinctellus"
4573	12072	"Aegilops speltoides"
3469	3	"Papaver somniferum"
389630	1	"Calamagrostis arundinacea"
158149	2	"Paspalum vaginatum"
4173	1	"Veronica"
351200	1	"Scurria scurra"
1101155	1	"Spatalia argentina"
10001	1	"Sciurus"
37562	1	"Urochloa"
97096	1	"Eutypa lata"
48043	2	"Oenanthe"
40247	4	"Dasypyrum villosum"
71275	2	"rosids"
4494	2	"Aegilops markgrafii"
723540	1	"Mobula hypostoma"
157224	1	"Plagiochasma appendiculatum"
85417	1	"Gobius niger"
1825785	1	"Hemicorallium imperiale"
2505778	1	"Hipparchia genava"
2804327	2	"Deirochelys reticularia miaria"
48106	2	"Centella asiatica"
335395	1	"Actinemys marmorata"
227222	1	"Dupontia fisheri"
90520	1	"Podarcis bocagei"
56535	1	"Pulicaria dysenterica"
46703	1	"Montipora"
3118280	9552	"Amblyopyrum muticum var. muticum"
197043	1	"Homalodisca vitripennis"
38775	2	"Antechinus flavipes"
121012	2	"Tubiluchus corallicola"
97696	1	"Quercus engelmannii"
37699	2	"Notoryctes typhlops"
1342033	1	"Leiosoma deflexum"
2021473	1	"Metopia argyrocephala"
136217	1	"Curcuma longa"
545644	1	"Lindera aggregata"
7011	1	"Schistocerca nitens"
39353	1	"Paulownia tomentosa"
1652080	9	"Poeae Chloroplast Group 1 (Aveneae type)"
13469	2	"Cupressus sempervirens"
4570	33213	"Triticum timopheevii"
2939403	1	"Sclerophora amabilis"
71982	1	"Sanicula europaea"
104431	2	"Obtectomera"
27772	1	"Coregonus"
68408	1	"Moschus berezovskii"
3398	524	"Magnoliopsida"
1101163	1	"Teleiodes luculella"
159077	2	"Nerophis ophidion"
473322	2	"Nannobrachium achirus"
669721	1	"Mertensia maritima"
113210	1	"Capsicum pubescens"
191504	3	"Eleusine coracana subsp. coracana"
630343	1	"Helichrysum umbraculigerum"
6087	1	"Hydra vulgaris"
1310355	1	"Odonestis pruni"
1281420	1	"Pyrausta despicata"
29663	2	"Brachypodium pinnatum"
4588	6624	"Thinopyrum elongatum"
3981	1	"Hevea brasiliensis"
227215	3	"Poa hartzii"
45839	1	"Solanum rostratum"
1983395	1	"Mobula birostris"
1489878	1	"Gobiiformes"
60842	1	"Dynastes"
64174	1	"Bothrops alternatus"
644661	2	"Deilephila porcellus"
345913	47	"Polypogon viridis"
76772	1	"Callospermophilus lateralis"
39899	1	"Silene noctiflora"
350085	1	"Agriotes obscurus"
2940348	1	"Penicillium sp. PF2412A"
264402	3	"Capsella grandiflora"
113636	1	"Populus tremula"
3382577	1	"Prasinohaema aff. flavipes"
228011	1	"Lampides boeticus"
387622	1	"Drosophila maculinotata"
61482	1	"Timema podura"
1746091	1	"Anaeramoeba flamelloides"
112780	1	"Artemia sinica"
36781	1	"Magnaporthiopsis incrustans"
191477	1	"Pelobates fuscus"
13616	1	"Monodelphis domestica"
52830	2363	"Elymus sibiricus"
1586972	1	"Agrilus cyanescens"
875885	1	"Apamea monoglypha"
4058	1	"Catharanthus roseus"
195172	1	"Cantharis rustica"
195075	1	"Blennius ocellaris"
527893	1	"Uroleucon eupatorifoliae"
13151	3	"Micromys minutus"
249021	1	"Doryrhina cyclops"
50273	1	"Solanum pinnatisectum"
194408	1	"Rhinatrema bivittatum"
988004	1	"Nycteola revayana"
282781	1	"Draba sibirica"
129766	1	"Pseudoroegneria strigosa"
9903	1	"Bos"
1155256	1	"Callitriche obtusangula"
183794	1	"Leymus mollis"
27687	3	"Erpetoichthys calabaricus"
987943	1	"Furcula furcula"
79833	1	"Coix aquatica"
4522	37	"Lolium perenne"
8787	1	"Casuarius casuarius"
4496	71	"Avena"
443677	1	"Neoarius graeffei"
881212	1	"Ctena decussata"
457184	1	"Persicaria maculosa"
2778344	1	"Taxus wallichiana var. yunnanensis"
390368	1	"Pholidichthys leucotaenia"
357465	3	"Papaver armeniacum"
395302	1	"Potentilla biflora"
6104	1	"Actinia"
331302	1	"Melinaea menophilus n. ssp. AW-2005"
44932	1	"Boreogadus saida"
34570	2	"Sepioteuthis lessoniana"
430623	9	"Elymus alaskanus"
369141	1	"Goniomma hispanicum"
3037404	1	"Megamerina dolium"
673927	1	"Hypericum hircinum"
260642	1	"Pangshura tecta"
7750	1	"Lampetra planeri"
35500	1	"Pecora"
96050	9	"Phalaris arundinacea"
99038	1	"Glebionis coronaria"
536013	1	"Parthenolecanium corni"
388693	1	"Anthoxanthum aristatum"
1871986	1	"Parasteatoda lunata"
1862899	1	"Ceratitis quilicii"
42410	1	"Peromyscus eremicus"
397392	5	"Malania oleifera"
379584	1	"Caniformia"
359160	18186	"BOP clade"
147368	182873	"Pooideae"
260675	1	"Citrullus rehmii"
336591	1	"Larinioides cornutus"
685728	1	"Pristis pectinata"
4346	1	"Rhododendron"
883867	1	"Matricaria discoidea"
122298	2	"Blitum bonus-henricus"
1003001	1	"Agrotera nemoralis"
8496	1	"Alligator mississippiensis"
4734	662	"commelinids"
58024	3436	"Spermatophyta"
938226	1	"Craniophora ligustri"
323898	5	"Guadua angustifolia"
52147	3	"Bromus hordeaceus"
175341	2	"Stegodyphus lineatus"
32239	1	"Dasiphora fruticosa"
4097	1	"Nicotiana tabacum"
124917	1	"Armigeres subalbatus"
568970	1	"Poa diaphora"
81636	1	"Micromesistius poutassou"
1249515	1	"Hemerocallis citrina"
27634	1	"Artibeus lituratus"
6063	1	"Halichondria panicea"
335776	2	"Bolma rugosa"
9676	1	"Hyaenidae"
648882	1	"Paratinospora sagittata"
338503	5	"Bonia amplexicaulis"
2859242	1	"Scheffersomyces titani"
29677	1	"Lolium giganteum"
2562237	2	"Cladocopium goreaui"
516735	1	"Afrothismia gesnerioides"
49801	1	"Cercis canadensis"
43206	1	"Reichardia ligulata"
86924	1	"Rhinichthys osculus"
171793	1	"Pelochelys cantorii"
389352	1	"Campylomormyrus compressirostris"
9191	1	"Agelaius tricolor"
214848	1	"Campeiostachys dahurica var. tangutorum"
51338	1	"Castor canadensis"
104711	1	"Lamellibrachia satsuma"
669672	4	"Elymus macrourus"
4485	9076	"Aegilops comosa"
4510	1	"Eleusine"
2732419	1	"Polyrhizophydium stewartii"
9126	1	"Passeriformes"
55777	74	"Bromus sterilis"
240869	1	"Bombylius major"
3379902	1	"Dibamus cf. smithi"
41233	2	"Petrea volubilis"
1552295	1	"Molossus alvarezi"
274614	1	"Schistocerca cancellata"
269006	1	"Hypericum maculatum"
346999	1	"Senna siamea"
368339	1	"Puccinellia arctica"
9858	1	"Capreolus capreolus"
1594229	1	"Anania hortulata"
315492	1	"Lateolabrax maculatus"
112874	1	"Lycium ferocissimum"
103481	1	"Quercus variabilis"
416197	1	"Citrus inodora"
92733	1	"Allobates femoralis"
1271728	1	"Limnephilus auricula"
69427	1	"Albinaria teres"
881300	1	"Bettongia penicillata ogilbyi"
32201	1	"Carya illinoinensis"
240896	1	"Neurigona quadrifasciata"
81473	57	"Alopecurus myosuroides"
1472349	1	"Alviniconcha strummeri"
6853	1	"Tachypleus tridentatus"
47085	1	"Medicago lupulina"
106734	1	"Chelonoidis abingdonii"
7072	1	"Tribolium freemani"
63632	1	"Agrostis stolonifera"
4577	7	"Zea mays"
6850	1	"Limulus polyphemus"
259893	2	"Artemisia argyi"
229543	1	"Hibiscus cannabinus"
108278	1	"Pterocarpus macrocarpus"
316510	1	"Schoenoplectus triqueter"
1205942	1	"Ochlerotatus sierrensis"
129756	1	"Elymus strictus"
114204	2	"Narthecium ossifragum"
147272	1	"Paspalum notatum"
86092	3	"Melampyrum sylvaticum"
161624	1	"Passerculus sandwichensis"
15000	6	"Alisma plantago-aquatica"
1547439	2	"Coenobita brevimanus"
9279	3	"Dasyurus viverrinus"
500284	1	"Anthomyza gracilis"
7213	1	"Ceratitis capitata"
228735	3	"Enchytraeus japonensis"
188791	1	"Channa maculata"
44056	1	"Aureococcus anophagefferens"
227212	1	"Poa pratensis subsp. alpigena"
1489872	2	"Percomorphaceae"
291269	1	"Arma custos"
4214	1	"Ambrosia trifida"
10047	1	"Meriones unguiculatus"
1548725	1	"Serripes groenlandicus"
7271	1	"Drosophila nebulosa"
4679	6	"Allium cepa"
150966	1	"Nepenthes gracilis"
72036	1	"Lepeophtheirus salmonis"
54446	4	"Chamaerops humilis"
669796	2	"Puccinellia phryganodes"
580341	1	"Dracaena cambodiana"
446353	1	"Scaptochirus moschatus"
41399	1	"Phrymaceae"
91168	1	"Umbilicus rupestris"
37293	1	"Aotus nancymaae"
989733	1	"Agapeta zoegana"
32281	2	"Drosophila"
1594341	1	"Scoparia ambigualis"
4535	3	"Oryza officinalis"
42063	1	"Drosophila ercepeae"
42569	1	"Iris macrosiphon"
59481	1	"Saccopteryx"
78372	1	"Amorphophallus konjac"
8429	2	"Gastrophryne carolinensis"
379583	1	"Feliformia"
9809	1	"Rhinoceros unicornis"
188568	1	"Aselliscus stoliczkanus"
2795559	1	"Helleia helle"
278654	2	"Zantedeschia hybrid cultivar"
3932	1	"Eucalyptus"
273540	1	"Protea cynaroides"
204133	1	"Isodon lophanthoides"
34176	2	"Lolium temulentum"
47308	1	"Neogobius melanostomus"
1955247	1	"Auchenorrhyncha"
1202164	1	"Stenus bimaculatus"
3972	36	"Viscum album"
234471	1	"Carex pulicaris"
2135914	1	"Arachnomyces sp. PD_36"
146840	1	"Labia minor"
2719107	1	"Tipula fascipennis"
147428	4	"Paniceae"
112517	10	"Hordeum comosum"
179908	1	"Chamaeleo calyptratus"
52713	5	"Leymus"
4460	1	"Colocasia esculenta"
669682	1	"Epilobium palustre"
32220	1	"Aruncus dioicus"
269403	1	"Nasonovia ribisnigri"
1875446	1	"Himalopsyche kuldschensis"
9918	1	"Bubalus"
499992	1	"Ormosia semicastrata"
211941	1	"Festuca altaica"
873512	1	"Philereme transversata"
152308	1	"Hypomontagnella submonticulosa"
181291	1	"Ornithopus perpusillus"
407951	1	"Neofusicoccum"
283872	22	"Avena insularis"
2646762	1	"unclassified Golubevia"
56615	6	"Puccinia graminis f. sp. tritici"
8324	4	"Lissotriton vulgaris"
689095	1	"Lycia ursaria"
1863013	1	"Firmiana kwangsiensis"
290657	1	"Hololepta plana"
52988	1	"Hedwigia ciliata"
3239838	1	"Polymixia cf. hollisterae"
3649	1	"Carica papaya"
692089	1	"Limnephilus rhombicus"
9394	1	"Tupaia"
1302324	1	"Entomobrya proxima"
8060	1	"Pollachius virens"
987440	1	"Herminia tarsipennalis"
289064	3	"Poa supina"
224787	1	"Stratiolaelaps scimitus"
19767	1	"Beta corolliflora"
37877	1	"Piptochaetium"
240449	5	"Urochloa decumbens"
154765	2	"Cenchrus purpureus"
56998	3	"Wollemia nobilis"
1538125	1	"Caerostris darwini"
375433	1	"Microplitis mediator"
1648030	15775742	"Triticinae"
129748	4	"Elymus mutabilis"
387595	5	"Ampelocalamus luodianensis"
9483	1	"Callithrix jacchus"
4483	15033	"Aegilops bicornis"
201766	1	"Apoderus coryli"
457845	1	"Lutraria lutraria"
284366	1	"Oxyria digyna"
3061239	6	"Hsuehochloa calcarea"
15303	9	"Alopecurus"
170820	1	"Hemiscyllium ocellatum"
9123	1	"Gallinula chloropus"
147387	44	"Poeae"
94424	1	"Phacelia tanacetifolia"
33562	2	"Dromiciops gliroides"
27610	1	"Lagenorhynchus albirostris"
188344	1	"Leptosomus discolor"
987929	1	"Eilema caniola"
473459	1	"Gymnothorax reevesii"
9716	1	"Mirounga angustirostris"
79327	1	"Schmidtea mediterranea"
32324	1	"mulleri subgroup"
470939	1	"Teleogryllus occipitalis"
54360	1	"Rallus"
368338	3	"Catabrosa aquatica"
63629	2	"Oryza minuta"
223100	2	"Orobanche coerulescens"
480380	2	"Phymorhynchus buccinoides"
75948	1	"Lactuca saligna"
64456	1	"Morpho helenor"
434553	1	"Myriophyllum alterniflorum"
105884	1	"Lonicera japonica"
2969488	3	"Maratus michaelseni"
934814	1	"Ennomos erosarius"
52153	3	"Festuca rubra"
2983910	1	"Thomomys bottae limpiae"
38686	2	"Pharus latifolius"
131221	55	"Streptophytina"
3880	1	"Medicago truncatula"
36032	1	"Barnettozyma wickerhamii"
102804	1	"Asteroideae"
320963	1	"Tetanocera ferruginea"
30331	1	"Bufo gargarizans"
347994	1	"Lotus pedunculatus"
120394	1	"Peltodoris atromaculata"
188135	1	"Poeciliopsis turneri"
122625	1	"Blasia pusilla"
627735	2	"Deroplatys truncata"
7753	1	"Lethenteron reissneri"
4729	1	"Sparganium"
368343	1	"Anthoxanthum monticola"
395285	2	"Calamagrostis lapponica"
13398	1	"Carex"
161453	1	"Dunckerocampus dactyliophorus"
175798	2	"Cranoglanis bouderius"
51117	2	"Millepora"
165094	5	"Poa infirma"
158456	1	"Betta splendens"
38618	1	"Gymnobelideus leadbeateri"
50390	1	"Diabrotica virgifera virgifera"
216479	1	"Euphorbia maculata"
1642874	2	"Spodiopogon sagittifolius"
25628	1	"Taxus"
4534	5	"Oryza latifolia"
1384895	1	"Macrophya annulata"
1977180	1	"Troglohyphantes excavatus"
102876	1	"Eledone cirrhosa"
87471	1	"Avenula pubescens"
139605	2	"Prosapia bicincta"
4565	7280754	"Triticum aestivum"
4608	1	"Festuca pratensis"
3038095	1	"Thermocollonia jamsteci"
120406	1	"Elymus stipifolius"
4521	40	"Lolium multiflorum"
116153	1	"Aethina tumida"
147389	1836547	"Triticeae"
1128088	1	"Trididemnum miniatum"
38709	1	"Aristida"
10058	1	"Microtus pennsylvanicus"
47633	2	"Gossypium rotundifolium"
13450	1	"Corylus"
711050	1	"Leucinodes orbonalis"
376535	1	"Triticum kiharae"
95593	1	"Ornithoptera priamus"
59729	1	"Taeniopygia guttata"
91951	1	"Catharus ustulatus"
345143	1	"Tetrastigma voinierianum"
488216	2	"Reynoutria japonica"
220392	1	"Bathymodiolus septemdierum"
34620	1	"Dermacentor andersoni"
6997	4	"Acheta domesticus"
233781	1	"Pelodytes ibericus"
110835	1	"Eragrostis tef"
1870252	1	"Polymixis lichenea"
352855	2	"Ornithomya fringillina"
109287	1	"Hippocampus mohnikei"
243486	2	"Salticus scenicus"
59861	1	"Coregonus clupeaformis"
33213	56	"Bilateria"
1885066	1	"Scintilla philippinensis"
337687	1	"Muroidea"
483417	1	"Eriphia verrucosa"
684837	1	"Puccinia polysora"
140051	1	"Podarcis vaucheri"
4572	39	"Triticum urartu"
38626	2	"Phascolarctos cinereus"
3653	1	"Citrullus"
318751	1	"Westerdykella ornata"
997535	1	"Egira conspicillaris"
2005343	2	"Agrostis anadyrensis"
85692	117	"Triticum dicoccoides"
266040	1	"Hyalomma asiaticum"
160569	10	"Tuctoria greenei"
3512	1	"Quercus rubra"
74628	1	"Rosa persica"
290155	1	"Bactericera cockerelli"
63975	1	"Actias isabellae"
54556	1	"Alburnus alburnus"
172845	1	"Caerostris"
7047	1	"Sitophilus zeamais"
641296	1	"Remorina albescens"
59308	1	"Chymomyza procnemis"
4593	22	"Agropyron cristatum"
7868	1	"Callorhinchus milii"
4109	1	"Solanum commersonii"
7888	7	"Protopterus annectens"
7451	1	"Vespula"
1210413	1	"Sthenelais limicola"
35712	2	"Leersia oryzoides"
249563	1	"Pseudococcus viburni"
95602	1	"Eriocheir sinensis"
46595	1	"Harmothoe impar"
2867263	1	"Tipula unca"
71010	1	"Tiliqua scincoides"
9103	1	"Meleagris gallopavo"
9981	1	"Lepus capensis"
27787	1	"Eretmochelys imbricata"
100296	1	"Carex kokanica"
425487	13	"Triticum aestivum subsp. yunnanense"
196900	1	"Hygroryza aristata"
88532	1	"Lasioglossum leucozonium"
76438	1	"Eriophorum vaginatum"
91518	1	"Microstegium vimineum"
1234624	1	"Eucalyptus shirleyi"
1415580	2	"Microcaecilia unicolor"
2487007	1	"Branchipolynoe longqiensis"
2692146	1	"Mrakia hoshinonis"
130459	1	"Aegilops geniculata"
65409	1	"Scutellaria baicalensis"
3899	1	"Trifolium repens"
194564	1	"Reaumuria songarica"
7507	1	"Mantis religiosa"
282318	1	"Leptotes pirithous"
56720	1	"Lipophrys pholis"
31919	1	"Numenius arquata"
128161	4	"Teleogryllus oceanicus"
23110	1	"Hydrangea macrophylla"
987907	1	"Cosmia affinis"
67940	1	"Nanger dama"
1278906	1	"Salix suchowensis"
577144	1	"Salpingus planirostris"
670352	1	"Pluvialis apricaria"
469902	1	"Megoura crassicauda"
4512	72	"Hordeum"
44680	2	"Magicicada septendecula"
3117736	1	"Paracalyptrophora sp. SY255-jin"
1107672	1	"Laeosopis roboris"
630683	1	"Muraenolepis orangiensis"
423282	1	"Cassiope tetragona"
3248567	1	"Acanthosepion"
872969	1	"Cathorops wayuu"
61156	1	"Arvicanthis niloticus"
185883	1	"Pterois miles"
13648	3	"Puccinellia"
456900	1	"Cyphomyrmex costatus"
2962468	2	"Monoplex corrugatus"
290105	2	"Cheilinus chlorourus"
3034272	2	"Chaetopelma lymberakisi"
2998517	1	"Allygidius commutatus"
2530218	1	"Condylostylus longicornis"
3237505	1	"Sinosolenaia oleivora"
163373	2	"Schmidtea nova"
76872	1	"Boechera"
7830	1	"Scyliorhinus canicula"
338654	3	"Bienertia sinuspersici"
368382	1	"Poa pratensis subsp. pratensis"
2939517	1	"Chaetomiaceae sp. PYS4301M"
2998544	1	"Perithous albicinctus"
4571	60668	"Triticum turgidum"
57060	1	"Eleutherodactylus coqui"
28701	2	"Fratercula arctica"
191870	1	"Gracilinanus agilis"
4513	25	"Hordeum vulgare"
168488	1	"Buddleja alternifolia"
8319	3	"Pleurodeles waltl"
422564	4	"Miscanthus lutarioriparius"
318265	1	"Meghimatium bilineatum"
2994998	1	"Glossophaga mutica"
44685	1	"Panax japonicus"
983339	1	"Cordyceps cateniannulata"
128156	1	"Gryllus assimilis"
241156	1	"Americardia media"
3122982	1	"x Bolboschoenoplectus mariqueter"
9224	1	"Psittacidae"
229202	1	"Vaccinium darrowii"
3026461	1	"Macrochelys suwanniensis"
127986	2	"Matricaria chamomilla var. recutita"
366393	1	"Flaccisagitta enflata"
106636	1	"Themeda triandra"
337451	1	"Cinnamomum micranthum f. kanehirae"
3438	2	"Umbellularia californica"
640630	2	"Loliinae"
6689	1	"Penaeus vannamei"
1887086	1	"Coryphaenoides rudis"
154761	4	"Miscanthus floridulus"
328769	1	"Costus lasius"
87701	2	"Poa alpina"
236851	1	"Sarcophaga variegata"
309978	2	"Zoysia japonica"
1648017	276	"Hordeinae"
118705	1	"Nicotiana noctiflora"
1972497	1	"Emergomyces orientalis"
8032	1	"Salmo trutta"
314457	1	"Carex praticola"
2740763	1	"Lepadogaster candolii"
294049	2	"Tillandsia duratii"
7918	1	"Lepisosteus oculatus"
346820	1	"Philonthus cognatus"
1711195	1	"Eucalyptus caleyi"
214486	1	"Sebastes schlegelii"
202457	2	"Plecturocebus cupreus"
578542	3	"Combretum micranthum"
158019	3	"Acanthosepion pharaonis"
137246	1	"Chiloscyllium punctatum"
1110385	1	"Polygoneae"
1343680	1	"Narcine bancroftii"
38937	1	"Anolis sagrei"
495146	2	"Pseudophryne corroboree"
257763	5	"Dendrocalamus latiflorus"
130457	1	"Aegilops juvenalis"
33118	1	"Nicandra physalodes"
125243	1	"Kengyilia thoroldiana"
1101112	1	"Hypsopygia rubidalis"
758705	1	"Acleris cristana"
15957	2	"Phleum pratense"
69234	1	"Poecilia picta"
753177	1	"Elophila nymphaeata"
106568	1	"Malus toringoides"
35875	3	"Allium fistulosum"
36310	1	"Gekko gecko"
542719	1	"Camellia crapnelliana"
58023	55	"Tracheophyta"
110193	1	"Nicrophorus vespilloides"
64609	1	"Ilyonectria destructans"
249532	2	"Icerya purchasi"
1838142	1	"Cutaneotrichosporon"
1411667	1	"Andrena fulva"
610380	1	"Harpegnathos saltator"
9375	1	"Talpa europaea"
77586	1	"Leersia perrieri"
50287	1	"Kengyilia"
28835	1	"Cepaea nemoralis"
85444	1	"Dolichovespula sylvestris"
2138324	1	"Cadophora sp. MPI-SDFR-AT-0126"
497515	1	"Maruca vitrata"
53862	1	"Dalbergia"
58047	5	"Torreya grandis"
3095121	1	"Spondylurus nitidus"
51337	1	"Jaculus jaculus"
110876	1	"Chloris gayana"
2925007	5	"Anilocra frontalis"
934850	1	"Eupithecia haworthiata"
287197	1	"Sesia bembeciformis"
184585	1	"Engraulis encrasicolus"
83647	1	"Orius insidiosus"
2593313	1	"unclassified Penicillium"
93036	7	"Poa annua"
3054493	1	"Loboptera canariensis"
92724	3	"Dendrobates tinctorius"
272628	1	"Thymelicus sylvestris"
263537	1	"Diptychus maculatus"
3058680	1	"Mixophyes australis"
87704	3	"Poa flexuosa"
296134	1	"Acanthosepion lycidas"
2881407	1	"Oscheius sp. G VE-2021"
105615	1	"Isopora palifera"
1437197	1561	"Petrosaviidae"
210850	1	"Perca schrenkii"
2707350	1	"Colletotrichum destructivum species complex"
4493	1	"Aegilops columnaris"
44586	1	"Panax notoginseng"
1162220	1	"Drosophila fulvimacula"
430624	8	"Elymus fibrosus"
3054492	1	"Loboptera troglobia"
48773	1	"Primulina tabacum"
455430	3	"Hibiscus mutabilis"
33392	3	"Endopterygota"
2778629	1	"Maratus speciosus"
1007708	1	"Pseudopanthera macularia"
948953	1	"Folivora"
282301	1	"Macrostomum lignano"
368345	45	"Beckmannia syzigachne"
412090	1	"Pipistrellus hanaki"
631329	1	"Tachina lurida"
8323	1	"Triturus cristatus"
2897299	1	"Xenia sp. Carnegie-2017"
57577	1	"Trifolium pratense"
44947	1	"Pontederia crassipes"
228250	1	"Coreoperca whiteheadi"
1587174	1	"Chrysolina oricalcia"
2730554	2	"Trichonephila antipodiana"
66646	1	"Tetraena mongolica"
167487	1	"Rauvolfioideae"
1156411	2	"Coix lacryma-jobi var. lacryma-jobi"
990121	1	"Trichinella patagoniensis"
2751805	1	"Sycobia sp. Sy_11"
4479	30213	"Poaceae"
262084	1	"Ulmus minor"
640628	1	"Poinae"
184164	1	"Malpolon monspessulanus"
175095	1	"Primula scotica"
355681	1	"Hydrophis elegans"
12993	1	"Cassiopea xamachana"
13397	1	"Carcharodon carcharias"
112509	1132	"Hordeum vulgare subsp. vulgare"
190524	1	"Laguncularia racemosa"
8038	1	"Salvelinus fontinalis"
2948570	10	"Poodinae"
3193	315	"Embryophyta"
39374	1	"Sphaerechinus granularis"
4447	942	"Liliopsida"
1138471	1	"Boreochiton ruber"
114953	1	"Gryllinae"
88211	1	"Petrolisthes cinctipes"
321387	1	"Angiostrongylus vasorum"
230148	1	"Liparis tanakae"
55489	1	"Posidonia oceanica"
10044	2	"Phodopus sungorus"
229376	2	"Uropetala carovei"
360967	1	"Ia io"
52152	2	"Elymus repens"
1648035	1	"Bambusodae"
572861	2	"Hofmannophila pseudospretella"
28511	1	"Pogostemon cablin"
167602	1	"Trichopus zeylanicus"
1594293	1	"Epinotia bilunana"
223441	1	"Buteo regalis"
2837877	1	"Carpetania matritensis"
6645	1	"Octopus vulgaris"
1010633	4	"Digitaria exilis"
2778630	3	"Maratus speculifer"
3811	1	"Adenanthera pavonina"
3363530	1	"Apricaphanius iberus"
370345	1	"Batillaria attramentaria"
934908	1	"Camptogramma bilineatum"
4053	1	"Panax"
309537	1	"Chlamydomonas sp. ICE-L"
3824	1	"Canavalia gladiata"
95145	1	"Opsanus beta"
76205	1	"Graphium sarpedon"
203780	1	"Glaucopsyche"
1648003	4	"Arundinariinae"
238501	3	"Genista pilosa"
55767	2	"Bromus racemosus"
291268	1	"Arma"
212655	1	"Platycarya longipes"
304850	2	"Babylonia areolata"
878477	1	"Symbiodinium natans"
60746	1	"Acomys russatus"
62019	1	"Hetaerina titia"
147369	3	"Panicoideae"
135765	1	"Macquaria australasica"
2752932	1	"Dryas iulia moderata"
63359	1	"Liquidambar formosana"
4597	1	"Australopyrum retrofractum"
97021	1	"Trifolium dubium"
464057	1	"Festuca hyperborea"
373956	1	"Halocaridina rubra"
7956	1	"Carassius"
87702	2	"Poa alpina subsp. vivipara"
225387	1	"Ophiodon elongatus"
262038	1	"Prenolepis imparis"
2320717	3	"Platanthera guangdongensis"
7671	1	"Strongylocentrotus droebachiensis"
2952509	1	"Rhinolophus yonghoiseni"
94247	2	"Dipodomys merriami"
29073	1	"Ursus maritimus"
1652081	28	"Poeae Chloroplast Group 2 (Poeae type)"
128702	1	"Sextonia rubra"
630703	1	"Rhynchopus euleeides"
185202	1	"Smallanthus sonchifolius"
72727	3	"Ophioderma longicauda"
51811	1	"Cordylochernes scorpioides"
879004	1	"Stictoleptura scutellata"
192012	2	"Mikania micrantha"
2591979	1	"Allygus modestus"
4554	1	"Setaria"
2866711	1	"Ormosia purpureiflora"
2510888	1	"Bullacta caurina"
252789	1	"Morphnus guianensis"
4638	1	"Ensete"
355514	1	"Leuresthes tenuis"
119604	1	"Drosophila lacertosa"
181631	1	"Cyanoderma ruficeps"
