#taxid	count	name
2998517	1	"Allygidius commutatus"
3034272	1	"Chaetopelma lymberakisi"
2530218	1	"Condylostylus longicornis"
3237505	1	"Sinosolenaia oleivora"
7830	1	"Scyliorhinus canicula"
163373	1	"Schmidtea nova"
76872	1	"Boechera"
338654	2	"Bienertia sinuspersici"
368382	1	"Poa pratensis subsp. pratensis"
2939517	1	"Chaetomiaceae sp. PYS4301M"
4571	16005	"Triticum turgidum"
28701	1	"Fratercula arctica"
57060	1	"Eleutherodactylus coqui"
4513	11	"Hordeum vulgare"
8319	3	"Pleurodeles waltl"
422564	2	"Miscanthus lutarioriparius"
2994998	1	"Glossophaga mutica"
983339	1	"Cordyceps cateniannulata"
241156	1	"Americardia media"
3122982	1	"x Bolboschoenoplectus mariqueter"
